date,underlying,commodity_id,rank,member_name,long_position,long_position_change,short_position,short_position_change
2020-05-18,IC,IC,3,海通期货,8489.0,-26.0,10526.0,-357.0
2020-05-18,IC,IC,4,华泰期货,8351.0,1136.0,,
2020-05-18,IC,,4,永安期货,,,9586.0,253.0
2020-05-18,IC,IC,5,上海东证,7628.0,323.0,,
2020-05-18,IC,,5,国泰君安,,,9558.0,286.0
2020-05-18,IC,,6,国投安信,,,8191.0,83.0
2020-05-18,IC,IC,6,广发期货,6390.0,187.0,,
2020-05-18,IC,,7,上海东证,,,7715.0,92.0
2020-05-18,IC,IC,7,中金期货,6066.0,-6.0,,
2020-05-18,IC,IC,8,国投安信,5890.0,97.0,,
2020-05-18,IC,,8,银河期货,,,6232.0,30.0
2020-05-18,IC,,9,兴证期货,,,5361.0,616.0
2020-05-18,IC,IC,9,永安期货,5748.0,318.0,,
2020-05-18,IC,IC,10,瑞银期货,5293.0,213.0,,
2020-05-18,IC,,10,申银万国,,,4629.0,-109.0
2020-05-18,IC,,11,中金期货,,,3475.0,0.0
2020-05-18,IC,IC,11,银河期货,5065.0,-764.0,,
2020-05-18,IC,IC,12,兴证期货,4672.0,458.0,,
2020-05-18,IC,,12,国信期货,,,3446.0,-378.0
2020-05-18,IC,,13,光大期货,,,3371.0,78.0
2020-05-18,IC,IC,13,申银万国,3802.0,-294.0,,
2020-05-18,IC,IC,14,平安期货,3353.0,17.0,,
2020-05-18,IC,,14,招商期货,,,3015.0,95.0
2020-05-18,IC,IC,15,一德期货,3224.0,-518.0,,
2020-05-18,IC,,15,广发期货,,,2659.0,336.0
2020-05-18,IC,,16,中信建投,,,2576.0,129.0
2020-05-18,IC,IC,16,五矿经易,3094.0,-381.0,,
2020-05-18,IC,,17,东吴期货,,,2486.0,125.0
2020-05-18,IC,IC,17,方正中期,2452.0,-41.0,,
2020-05-18,IC,,18,五矿经易,,,2448.0,-270.0
2020-05-18,IC,IC,18,国富期货,2298.0,-1.0,,
2020-05-18,IC,IC,19,光大期货,2239.0,-42.0,,
2020-05-18,IC,,19,南华期货,,,2170.0,280.0
2020-05-18,IC,IC,20,中信建投,1749.0,-7.0,,
2020-05-18,IC,,20,方正中期,,,1890.0,-110.0
﻿2020-05-19,IC,IC,1,中信期货,19985.0,-537.0,23597.0,-30.0
2020-05-19,IC,,2,华泰期货,,,21022.0,-1031.0
2020-05-19,IC,IC,2,国泰君安,11198.0,-610.0,,
2020-05-19,IC,IC,3,海通期货,8589.0,100.0,10085.0,-441.0
2020-05-19,IC,IC,4,华泰期货,8081.0,-270.0,,
2020-05-19,IC,,4,永安期货,,,9236.0,-350.0
2020-05-19,IC,IC,5,上海东证,7322.0,-306.0,,
2020-05-19,IC,,5,国泰君安,,,8973.0,-585.0
2020-05-19,IC,IC,6,中金期货,6166.0,100.0,,
2020-05-19,IC,,6,国投安信,,,8228.0,37.0
2020-05-19,IC,,7,上海东证,,,7410.0,-305.0
2020-05-19,IC,IC,7,广发期货,6124.0,-425.0,,
2020-05-19,IC,IC,8,永安期货,5632.0,-116.0,,
2020-05-19,IC,,8,银河期货,,,6199.0,-33.0
2020-05-19,IC,,9,兴证期货,,,5029.0,-332.0
2020-05-19,IC,IC,9,国投安信,5347.0,-652.0,,
2020-05-19,IC,IC,10,瑞银期货,5283.0,-10.0,,
2020-05-19,IC,,10,申银万国,,,4999.0,-39.0
2020-05-19,IC,,11,中金期货,,,3475.0,0.0
2020-05-19,IC,IC,11,银河期货,5273.0,208.0,,
2020-05-19,IC,IC,12,兴证期货,4295.0,-377.0,,
2020-05-19,IC,,12,国信期货,,,3364.0,-82.0
2020-05-19,IC,,13,光大期货,,,3357.0,-14.0
2020-05-19,IC,IC,13,申银万国,3698.0,-104.0,,
2020-05-19,IC,IC,14,五矿经易,3187.0,93.0,,
2020-05-19,IC,,14,招商期货,,,3044.0,29.0
2020-05-19,IC,IC,15,一德期货,3086.0,-138.0,,
2020-05-19,IC,,15,五矿经易,,,3022.0,90.0
2020-05-19,IC,,16,东吴期货,,,2290.0,-196.0
2020-05-19,IC,IC,16,方正中期,2321.0,-131.0,,
2020-05-19,IC,IC,17,国富期货,2305.0,7.0,,
2020-05-19,IC,,17,广发期货,,,2192.0,-467.0
2020-05-19,IC,,18,中信建投,,,1951.0,-136.0
2020-05-19,IC,IC,18,光大期货,2244.0,5.0,,
2020-05-19,IC,,19,南华期货,,,1896.0,-274.0
2020-05-19,IC,IC,19,平安期货,1920.0,-5.0,,
2020-05-19,IC,IC,20,中信建投,1631.0,-118.0,,
2020-05-19,IC,,20,方正中期,,,1859.0,-31.0
﻿2020-05-20,IC,IC,1,中信期货,19722.0,-263.0,23219.0,-378.0
2020-05-20,IC,,2,华泰期货,,,21446.0,424.0
2020-05-20,IC,IC,2,国泰君安,11356.0,158.0,,
2020-05-20,IC,,3,永安期货,,,9292.0,56.0
2020-05-20,IC,IC,3,海通期货,8257.0,-332.0,,
2020-05-20,IC,IC,4,华泰期货,7924.0,-157.0,,
2020-05-20,IC,,4,海通期货,,,9046.0,-1039.0
2020-05-20,IC,IC,5,上海东证,7090.0,-232.0,,
2020-05-20,IC,,5,国泰君安,,,9023.0,50.0
2020-05-20,IC,IC,6,中金期货,6063.0,-103.0,,
2020-05-20,IC,,6,国投安信,,,8482.0,254.0
2020-05-20,IC,,7,上海东证,,,7514.0,104.0
2020-05-20,IC,IC,7,广发期货,5760.0,-202.0,,
2020-05-20,IC,IC,8,永安期货,5666.0,34.0,,
2020-05-20,IC,,8,银河期货,,,5957.0,-242.0
2020-05-20,IC,IC,9,瑞银期货,5601.0,318.0,,
2020-05-20,IC,,9,申银万国,,,5124.0,125.0
2020-05-20,IC,,10,兴证期货,,,4709.0,-320.0
2020-05-20,IC,IC,10,国投安信,5410.0,63.0,,
2020-05-20,IC,,11,中金期货,,,3475.0,0.0
2020-05-20,IC,IC,11,银河期货,5120.0,-153.0,,
2020-05-20,IC,,12,光大期货,,,3320.0,-37.0
2020-05-20,IC,IC,12,兴证期货,3746.0,-549.0,,
2020-05-20,IC,,13,国信期货,,,3183.0,-181.0
2020-05-20,IC,IC,13,申银万国,3710.0,12.0,,
2020-05-20,IC,IC,14,平安期货,3451.0,249.0,,
2020-05-20,IC,,14,招商期货,,,3133.0,89.0
2020-05-20,IC,IC,15,一德期货,3353.0,267.0,,
2020-05-20,IC,,15,五矿经易,,,2784.0,-238.0
2020-05-20,IC,IC,16,五矿经易,2951.0,-236.0,,
2020-05-20,IC,,16,广发期货,,,2561.0,369.0
2020-05-20,IC,,17,东吴期货,,,2340.0,50.0
2020-05-20,IC,IC,17,光大期货,2706.0,-40.0,,
2020-05-20,IC,,18,中信建投,,,1933.0,-18.0
2020-05-20,IC,IC,18,国富期货,2292.0,-13.0,,
2020-05-20,IC,,19,南华期货,,,1929.0,33.0
2020-05-20,IC,IC,19,方正中期,2214.0,-107.0,,
2020-05-20,IC,IC,20,中信建投,1552.0,-79.0,,
2020-05-20,IC,,20,方正中期,,,1673.0,-186.0
﻿2020-05-21,IC,IC,1,中信期货,20831.0,1109.0,24468.0,1249.0
2020-05-21,IC,,2,华泰期货,,,21521.0,75.0
2020-05-21,IC,IC,2,国泰君安,12376.0,1020.0,,
2020-05-21,IC,IC,3,海通期货,9157.0,900.0,9695.0,649.0
2020-05-21,IC,IC,4,华泰期货,7816.0,-108.0,,
2020-05-21,IC,,4,国泰君安,,,9474.0,279.0
2020-05-21,IC,IC,5,上海东证,7183.0,93.0,,
2020-05-21,IC,,5,永安期货,,,9399.0,107.0
2020-05-21,IC,IC,6,中金期货,6156.0,93.0,,
2020-05-21,IC,,6,国投安信,,,8785.0,303.0
2020-05-21,IC,,7,上海东证,,,7740.0,226.0
2020-05-21,IC,IC,7,广发期货,5948.0,21.0,,
2020-05-21,IC,IC,8,国投安信,5680.0,270.0,,
2020-05-21,IC,,8,银河期货,,,6399.0,442.0
2020-05-21,IC,,9,兴证期货,,,5129.0,420.0
2020-05-21,IC,IC,9,永安期货,5658.0,-8.0,,
2020-05-21,IC,IC,10,瑞银期货,5601.0,0.0,,
2020-05-21,IC,,10,申银万国,,,4913.0,216.0
2020-05-21,IC,,11,光大期货,,,3680.0,360.0
2020-05-21,IC,IC,11,银河期货,5378.0,258.0,,
2020-05-21,IC,,12,国信期货,,,3395.0,212.0
2020-05-21,IC,IC,12,申银万国,4044.0,334.0,,
2020-05-21,IC,,13,中金期货,,,3370.0,-105.0
2020-05-21,IC,IC,13,兴证期货,3665.0,-81.0,,
2020-05-21,IC,IC,14,五矿经易,3094.0,143.0,,
2020-05-21,IC,,14,招商期货,,,3103.0,-30.0
2020-05-21,IC,IC,15,一德期货,3044.0,-309.0,,
2020-05-21,IC,,15,五矿经易,,,2680.0,124.0
2020-05-21,IC,IC,16,国富期货,2881.0,46.0,,
2020-05-21,IC,,16,广发期货,,,2630.0,69.0
2020-05-21,IC,,17,中信建投,,,2563.0,234.0
2020-05-21,IC,IC,17,方正中期,2580.0,366.0,,
2020-05-21,IC,,18,东吴期货,,,2387.0,47.0
2020-05-21,IC,IC,18,光大期货,2514.0,358.0,,
2020-05-21,IC,IC,19,中信建投,1906.0,214.0,,
2020-05-21,IC,,19,南华期货,,,1997.0,68.0
2020-05-21,IC,IC,20,平安期货,1837.0,-113.0,,
2020-05-21,IC,,20,方正中期,,,1939.0,266.0
﻿2020-05-22,IC,IC,1,中信期货,20686.0,-145.0,22213.0,-2255.0
2020-05-22,IC,,2,华泰期货,,,22199.0,678.0
2020-05-22,IC,IC,2,国泰君安,13956.0,1580.0,,
2020-05-22,IC,,3,国泰君安,,,10556.0,1082.0
2020-05-22,IC,IC,3,海通期货,9240.0,83.0,,
2020-05-22,IC,IC,4,华泰期货,8145.0,329.0,,
2020-05-22,IC,,4,海通期货,,,10136.0,441.0
2020-05-22,IC,IC,5,上海东证,7314.0,131.0,,
2020-05-22,IC,,5,永安期货,,,9269.0,-130.0
2020-05-22,IC,IC,6,中金期货,6554.0,398.0,,
2020-05-22,IC,,6,国投安信,,,8787.0,2.0
2020-05-22,IC,,7,上海东证,,,8481.0,741.0
2020-05-22,IC,IC,7,广发期货,6061.0,113.0,,
2020-05-22,IC,IC,8,永安期货,5620.0,-38.0,,
2020-05-22,IC,,8,银河期货,,,6406.0,7.0
2020-05-22,IC,,9,兴证期货,,,5479.0,350.0
2020-05-22,IC,IC,9,瑞银期货,5453.0,-148.0,,
2020-05-22,IC,IC,10,国投安信,5158.0,-522.0,,
2020-05-22,IC,,10,申银万国,,,4841.0,-72.0
2020-05-22,IC,,11,光大期货,,,3885.0,205.0
2020-05-22,IC,IC,11,银河期货,5096.0,-282.0,,
2020-05-22,IC,,12,中金期货,,,3380.0,10.0
2020-05-22,IC,IC,12,申银万国,3756.0,-288.0,,
2020-05-22,IC,IC,13,兴证期货,3558.0,-107.0,,
2020-05-22,IC,,13,招商期货,,,3338.0,235.0
2020-05-22,IC,IC,14,一德期货,3504.0,460.0,,
2020-05-22,IC,,14,国信期货,,,2921.0,-474.0
2020-05-22,IC,,15,中信建投,,,2919.0,356.0
2020-05-22,IC,IC,15,五矿经易,3368.0,274.0,,
2020-05-22,IC,IC,16,国富期货,2963.0,82.0,,
2020-05-22,IC,,16,广发期货,,,2754.0,124.0
2020-05-22,IC,,17,东吴期货,,,2474.0,87.0
2020-05-22,IC,IC,17,大地期货,2811.0,446.0,,
2020-05-22,IC,,18,五矿经易,,,2321.0,84.0
2020-05-22,IC,IC,18,方正中期,2447.0,-133.0,,
2020-05-22,IC,IC,19,光大期货,2260.0,-254.0,,
2020-05-22,IC,,19,南华期货,,,2027.0,30.0
2020-05-22,IC,IC,20,中信建投,1988.0,261.0,,
2020-05-22,IC,,20,方正中期,,,1763.0,-176.0
﻿2020-05-25,IC,IC,1,中信期货,20789.0,103.0,22361.0,148.0
2020-05-25,IC,,2,华泰期货,,,21859.0,-340.0
2020-05-25,IC,IC,2,国泰君安,13845.0,-111.0,,
2020-05-25,IC,IC,3,华泰期货,8115.0,-30.0,,
2020-05-25,IC,,3,海通期货,,,9861.0,-275.0
2020-05-25,IC,,4,国泰君安,,,9793.0,-763.0
2020-05-25,IC,IC,4,海通期货,8001.0,-1239.0,,
2020-05-25,IC,IC,5,上海东证,7065.0,-249.0,,
2020-05-25,IC,,5,永安期货,,,9177.0,-92.0
2020-05-25,IC,IC,6,中金期货,6684.0,130.0,,
2020-05-25,IC,,6,国投安信,,,9054.0,267.0
2020-05-25,IC,,7,上海东证,,,8048.0,-433.0
2020-05-25,IC,IC,7,广发期货,6029.0,-32.0,,
2020-05-25,IC,IC,8,永安期货,5344.0,-276.0,,
2020-05-25,IC,,8,银河期货,,,6323.0,-83.0
2020-05-25,IC,,9,兴证期货,,,5701.0,222.0
2020-05-25,IC,IC,9,瑞银期货,5177.0,-276.0,,
2020-05-25,IC,,10,申银万国,,,4683.0,-158.0
2020-05-25,IC,IC,10,银河期货,4966.0,-130.0,,
2020-05-25,IC,,11,光大期货,,,3587.0,-298.0
2020-05-25,IC,IC,11,国投安信,4675.0,-293.0,,
2020-05-25,IC,,12,中金期货,,,3264.0,-116.0
2020-05-25,IC,IC,12,申银万国,3935.0,179.0,,
2020-05-25,IC,IC,13,五矿经易,3542.0,-453.0,,
2020-05-25,IC,,13,招商期货,,,3192.0,-146.0
2020-05-25,IC,IC,14,兴证期货,3537.0,-21.0,,
2020-05-25,IC,,14,国信期货,,,3038.0,117.0
2020-05-25,IC,IC,15,一德期货,3473.0,-31.0,,
2020-05-25,IC,,15,广发期货,,,2857.0,103.0
2020-05-25,IC,,16,中信建投,,,2782.0,-137.0
2020-05-25,IC,IC,16,大地期货,2823.0,12.0,,
2020-05-25,IC,,17,东吴期货,,,2566.0,92.0
2020-05-25,IC,IC,17,方正中期,2387.0,-60.0,,
2020-05-25,IC,,18,南华期货,,,2077.0,50.0
2020-05-25,IC,IC,18,国富期货,2318.0,-15.0,,
2020-05-25,IC,,19,五矿经易,,,1740.0,-581.0
2020-05-25,IC,IC,19,光大期货,2177.0,-83.0,,
2020-05-25,IC,IC,20,中信建投,1835.0,-153.0,,
2020-05-25,IC,,20,方正中期,,,1591.0,-172.0
﻿2020-05-26,IC,IC,1,中信期货,20530.0,-259.0,,
2020-05-26,IC,,1,华泰期货,,,21674.0,-185.0
2020-05-26,IC,,2,中信期货,,,20644.0,-1717.0
2020-05-26,IC,IC,2,国泰君安,12757.0,-1088.0,,
2020-05-26,IC,,3,国泰君安,,,9904.0,111.0
2020-05-26,IC,IC,3,海通期货,8746.0,745.0,,
2020-05-26,IC,IC,4,华泰期货,7906.0,-209.0,,
2020-05-26,IC,,4,海通期货,,,9371.0,-490.0
2020-05-26,IC,IC,5,上海东证,7059.0,-6.0,,
2020-05-26,IC,,5,永安期货,,,9229.0,52.0
2020-05-26,IC,IC,6,中金期货,6707.0,23.0,,
2020-05-26,IC,,6,国投安信,,,8907.0,-147.0
2020-05-26,IC,,7,上海东证,,,8573.0,525.0
2020-05-26,IC,IC,7,广发期货,6007.0,-22.0,,
2020-05-26,IC,IC,8,永安期货,5618.0,274.0,,
2020-05-26,IC,,8,银河期货,,,6224.0,-99.0
2020-05-26,IC,,9,兴证期货,,,5238.0,-463.0
2020-05-26,IC,IC,9,国投安信,5174.0,312.0,,
2020-05-26,IC,IC,10,瑞银期货,5133.0,-44.0,,
2020-05-26,IC,,10,申银万国,,,4142.0,-541.0
2020-05-26,IC,,11,光大期货,,,3785.0,198.0
2020-05-26,IC,IC,11,银河期货,5108.0,142.0,,
2020-05-26,IC,IC,12,五矿经易,3987.0,445.0,,
2020-05-26,IC,,12,招商期货,,,3096.0,-96.0
2020-05-26,IC,,13,中金期货,,,3064.0,-200.0
2020-05-26,IC,IC,13,申银万国,3803.0,-132.0,,
2020-05-26,IC,IC,14,一德期货,3564.0,91.0,,
2020-05-26,IC,,14,国信期货,,,2966.0,-72.0
2020-05-26,IC,,15,中信建投,,,2642.0,-140.0
2020-05-26,IC,IC,15,兴证期货,3363.0,-174.0,,
2020-05-26,IC,,16,东吴期货,,,2637.0,71.0
2020-05-26,IC,IC,16,平安期货,3159.0,82.0,,
2020-05-26,IC,,17,五矿经易,,,2580.0,497.0
2020-05-26,IC,IC,17,国富期货,2908.0,29.0,,
2020-05-26,IC,,18,广发期货,,,2506.0,-351.0
2020-05-26,IC,IC,18,方正中期,2268.0,-119.0,,
2020-05-26,IC,IC,19,光大期货,2247.0,70.0,,
2020-05-26,IC,,19,方正中期,,,1612.0,21.0
2020-05-26,IC,IC,20,中信建投,1719.0,-116.0,,
2020-05-26,IC,,20,平安期货,,,1376.0,462.0
﻿2020-05-27,IC,IC,1,中信期货,20324.0,-206.0,,
2020-05-27,IC,,1,华泰期货,,,21188.0,-486.0
2020-05-27,IC,,2,中信期货,,,20578.0,-66.0
2020-05-27,IC,IC,2,国泰君安,12644.0,-113.0,,
2020-05-27,IC,IC,3,海通期货,8266.0,-480.0,9956.0,585.0
2020-05-27,IC,IC,4,华泰期货,7683.0,-223.0,,
2020-05-27,IC,,4,国泰君安,,,9788.0,-116.0
2020-05-27,IC,IC,5,上海东证,7000.0,-59.0,,
2020-05-27,IC,,5,永安期货,,,9082.0,-147.0
2020-05-27,IC,IC,6,中金期货,6620.0,-87.0,,
2020-05-27,IC,,6,国投安信,,,8827.0,-80.0
2020-05-27,IC,,7,上海东证,,,8203.0,-370.0
2020-05-27,IC,IC,7,广发期货,6220.0,213.0,,
2020-05-27,IC,IC,8,国投安信,5658.0,484.0,,
2020-05-27,IC,,8,银河期货,,,6161.0,-63.0
2020-05-27,IC,,9,兴证期货,,,5564.0,326.0
2020-05-27,IC,IC,9,永安期货,5591.0,-27.0,,
2020-05-27,IC,IC,10,瑞银期货,5341.0,208.0,,
2020-05-27,IC,,10,申银万国,,,4194.0,52.0
2020-05-27,IC,,11,光大期货,,,3697.0,-88.0
2020-05-27,IC,IC,11,银河期货,5165.0,57.0,,
2020-05-27,IC,,12,中金期货,,,3149.0,85.0
2020-05-27,IC,IC,12,申银万国,4150.0,347.0,,
2020-05-27,IC,IC,13,兴证期货,3745.0,382.0,,
2020-05-27,IC,,13,招商期货,,,2979.0,-117.0
2020-05-27,IC,,14,中信建投,,,2889.0,247.0
2020-05-27,IC,IC,14,国富期货,3742.0,66.0,,
2020-05-27,IC,IC,15,五矿经易,3626.0,-361.0,,
2020-05-27,IC,,15,国信期货,,,2799.0,49.0
2020-05-27,IC,IC,16,一德期货,3542.0,-22.0,,
2020-05-27,IC,,16,东吴期货,,,2637.0,0.0
2020-05-27,IC,IC,17,平安期货,3169.0,10.0,,
2020-05-27,IC,,17,广发期货,,,2400.0,-106.0
2020-05-27,IC,,18,南华期货,,,2097.0,118.0
2020-05-27,IC,IC,18,方正中期,2336.0,68.0,,
2020-05-27,IC,IC,19,光大期货,2189.0,-58.0,,
2020-05-27,IC,,19,方正中期,,,1843.0,231.0
2020-05-27,IC,IC,20,中信建投,2040.0,321.0,,
2020-05-27,IC,,20,五矿经易,,,1747.0,-328.0
﻿2020-05-28,IC,IC,1,中信期货,21390.0,1066.0,22610.0,2032.0
2020-05-28,IC,,2,华泰期货,,,21473.0,285.0
2020-05-28,IC,IC,2,国泰君安,13169.0,525.0,,
2020-05-28,IC,IC,3,海通期货,9044.0,778.0,10654.0,698.0
2020-05-28,IC,IC,4,华泰期货,8195.0,512.0,,
2020-05-28,IC,,4,国泰君安,,,10573.0,785.0
2020-05-28,IC,IC,5,上海东证,7279.0,279.0,,
2020-05-28,IC,,5,永安期货,,,8918.0,-164.0
2020-05-28,IC,IC,6,中金期货,6812.0,192.0,,
2020-05-28,IC,,6,国投安信,,,8631.0,-196.0
2020-05-28,IC,,7,上海东证,,,8251.0,48.0
2020-05-28,IC,IC,7,广发期货,6553.0,333.0,,
2020-05-28,IC,IC,8,永安期货,5815.0,224.0,,
2020-05-28,IC,,8,银河期货,,,6188.0,227.0
2020-05-28,IC,,9,兴证期货,,,5650.0,86.0
2020-05-28,IC,IC,9,银河期货,5470.0,305.0,,
2020-05-28,IC,IC,10,瑞银期货,5322.0,-19.0,,
2020-05-28,IC,,10,申银万国,,,3977.0,-217.0
2020-05-28,IC,,11,光大期货,,,3893.0,196.0
2020-05-28,IC,IC,11,国投安信,5182.0,-476.0,,
2020-05-28,IC,,12,中金期货,,,3253.0,104.0
2020-05-28,IC,IC,12,申银万国,4352.0,202.0,,
2020-05-28,IC,IC,13,国富期货,4317.0,575.0,,
2020-05-28,IC,,13,招商期货,,,3226.0,247.0
2020-05-28,IC,IC,14,五矿经易,4222.0,596.0,,
2020-05-28,IC,,14,国信期货,,,3073.0,79.0
2020-05-28,IC,,15,五矿经易,,,2955.0,794.0
2020-05-28,IC,IC,15,兴证期货,3587.0,-158.0,,
2020-05-28,IC,IC,16,一德期货,3554.0,12.0,,
2020-05-28,IC,,16,中信建投,,,2918.0,29.0
2020-05-28,IC,,17,东吴期货,,,2826.0,189.0
2020-05-28,IC,IC,17,光大期货,2366.0,177.0,,
2020-05-28,IC,,18,广发期货,,,2663.0,263.0
2020-05-28,IC,IC,18,方正中期,2255.0,-81.0,,
2020-05-28,IC,IC,19,中信建投,1927.0,-113.0,,
2020-05-28,IC,,19,方正中期,,,1630.0,-213.0
2020-05-28,IC,IC,20,平安期货,1816.0,31.0,1620.0,-65.0
﻿2020-05-29,IC,IC,1,中信期货,21120.0,-270.0,,
2020-05-29,IC,,1,华泰期货,,,21432.0,-41.0
2020-05-29,IC,,2,中信期货,,,20654.0,-1956.0
2020-05-29,IC,IC,2,国泰君安,12261.0,-908.0,,
2020-05-29,IC,,3,国泰君安,,,10826.0,253.0
2020-05-29,IC,IC,3,海通期货,8540.0,-504.0,,
2020-05-29,IC,IC,4,华泰期货,8104.0,-91.0,,
2020-05-29,IC,,4,海通期货,,,9809.0,-845.0
2020-05-29,IC,IC,5,中金期货,7087.0,275.0,,
2020-05-29,IC,,5,国投安信,,,9154.0,523.0
2020-05-29,IC,IC,6,上海东证,6851.0,-428.0,,
2020-05-29,IC,,6,永安期货,,,8412.0,-506.0
2020-05-29,IC,,7,上海东证,,,8396.0,145.0
2020-05-29,IC,IC,7,广发期货,6184.0,-369.0,,
2020-05-29,IC,IC,8,永安期货,5797.0,-18.0,,
2020-05-29,IC,,8,银河期货,,,6201.0,-206.0
2020-05-29,IC,,9,兴证期货,,,5735.0,85.0
2020-05-29,IC,IC,9,国投安信,5480.0,298.0,,
2020-05-29,IC,,10,光大期货,,,3967.0,74.0
2020-05-29,IC,IC,10,瑞银期货,5318.0,-4.0,,
2020-05-29,IC,,11,申银万国,,,3797.0,-180.0
2020-05-29,IC,IC,11,银河期货,5042.0,-428.0,,
2020-05-29,IC,,12,中金期货,,,3253.0,0.0
2020-05-29,IC,IC,12,国富期货,4248.0,-69.0,,
2020-05-29,IC,IC,13,一德期货,3973.0,419.0,,
2020-05-29,IC,,13,国信期货,,,3004.0,151.0
2020-05-29,IC,IC,14,五矿经易,3965.0,-257.0,,
2020-05-29,IC,,14,招商期货,,,2974.0,-252.0
2020-05-29,IC,,15,中信建投,,,2796.0,-122.0
2020-05-29,IC,IC,15,兴证期货,3795.0,208.0,,
2020-05-29,IC,,16,广发期货,,,2362.0,-301.0
2020-05-29,IC,IC,16,申银万国,3627.0,-73.0,,
2020-05-29,IC,,17,东吴期货,,,2178.0,113.0
2020-05-29,IC,IC,17,平安期货,3599.0,458.0,,
2020-05-29,IC,,18,五矿经易,,,2031.0,-368.0
2020-05-29,IC,IC,18,方正中期,2353.0,98.0,,
2020-05-29,IC,IC,19,光大期货,2328.0,-38.0,,
2020-05-29,IC,,19,方正中期,,,1863.0,233.0
2020-05-29,IC,IC,20,中信建投,1989.0,-123.0,,
2020-05-29,IC,,20,平安期货,,,1852.0,232.0
﻿2020-06-01,IC,IC,1,中信期货,21956.0,836.0,,
2020-06-01,IC,,1,华泰期货,,,22083.0,651.0
2020-06-01,IC,,2,中信期货,,,21746.0,1092.0
2020-06-01,IC,IC,2,国泰君安,12420.0,159.0,,
2020-06-01,IC,,3,国泰君安,,,10833.0,7.0
2020-06-01,IC,IC,3,海通期货,9278.0,738.0,,
2020-06-01,IC,IC,4,华泰期货,8713.0,609.0,,
2020-06-01,IC,,4,海通期货,,,9908.0,99.0
2020-06-01,IC,IC,5,上海东证,7758.0,907.0,,
2020-06-01,IC,,5,国投安信,,,8941.0,-213.0
2020-06-01,IC,IC,6,中金期货,7074.0,-13.0,,
2020-06-01,IC,,6,永安期货,,,8649.0,237.0
2020-06-01,IC,,7,上海东证,,,8451.0,55.0
2020-06-01,IC,IC,7,广发期货,5945.0,-38.0,,
2020-06-01,IC,IC,8,国投安信,5596.0,116.0,,
2020-06-01,IC,,8,银河期货,,,6377.0,176.0
2020-06-01,IC,,9,兴证期货,,,5166.0,-569.0
2020-06-01,IC,IC,9,永安期货,5581.0,45.0,,
2020-06-01,IC,IC,10,瑞银期货,4958.0,-360.0,,
2020-06-01,IC,,10,申银万国,,,4547.0,278.0
2020-06-01,IC,,11,光大期货,,,3848.0,-119.0
2020-06-01,IC,IC,11,银河期货,4749.0,-293.0,,
2020-06-01,IC,,12,中金期货,,,3241.0,-12.0
2020-06-01,IC,IC,12,国富期货,4238.0,-10.0,,
2020-06-01,IC,,13,招商期货,,,3170.0,196.0
2020-06-01,IC,IC,13,申银万国,4209.0,-91.0,,
2020-06-01,IC,IC,14,兴证期货,3985.0,190.0,,
2020-06-01,IC,,14,国信期货,,,2865.0,-139.0
2020-06-01,IC,,15,东吴期货,,,2856.0,202.0
2020-06-01,IC,IC,15,五矿经易,3879.0,-86.0,,
2020-06-01,IC,IC,16,平安期货,3154.0,-445.0,,
2020-06-01,IC,,16,广发期货,,,2807.0,445.0
2020-06-01,IC,IC,17,中信建投,2965.0,310.0,2411.0,148.0
2020-06-01,IC,,18,五矿经易,,,2382.0,144.0
2020-06-01,IC,IC,18,光大期货,2219.0,-109.0,,
2020-06-01,IC,IC,19,一德期货,2034.0,-1939.0,,
2020-06-01,IC,,19,南华期货,,,2192.0,145.0
2020-06-01,IC,,20,平安期货,,,2086.0,234.0
2020-06-01,IC,IC,20,招商期货,1809.0,425.0,,
﻿2020-06-02,IC,IC,1,中信期货,19891.0,-2065.0,,
2020-06-02,IC,,1,华泰期货,,,21662.0,-421.0
2020-06-02,IC,,2,中信期货,,,20592.0,-1154.0
2020-06-02,IC,IC,2,国泰君安,11309.0,-1111.0,,
2020-06-02,IC,IC,3,华泰期货,8476.0,-237.0,,
2020-06-02,IC,,3,国泰君安,,,9513.0,-1320.0
2020-06-02,IC,IC,4,海通期货,8297.0,-981.0,9226.0,-682.0
2020-06-02,IC,IC,5,上海东证,7687.0,-71.0,,
2020-06-02,IC,,5,永安期货,,,8916.0,267.0
2020-06-02,IC,IC,6,中金期货,7519.0,445.0,,
2020-06-02,IC,,6,国投安信,,,8701.0,-240.0
2020-06-02,IC,,7,上海东证,,,8145.0,-306.0
2020-06-02,IC,IC,7,永安期货,5886.0,305.0,,
2020-06-02,IC,IC,8,国投安信,5587.0,-9.0,,
2020-06-02,IC,,8,银河期货,,,6308.0,-69.0
2020-06-02,IC,,9,兴证期货,,,5154.0,-12.0
2020-06-02,IC,IC,9,广发期货,5467.0,-478.0,,
2020-06-02,IC,,10,申银万国,,,3668.0,-324.0
2020-06-02,IC,IC,10,银河期货,4876.0,127.0,,
2020-06-02,IC,,11,光大期货,,,3325.0,-523.0
2020-06-02,IC,IC,11,瑞银期货,4591.0,-367.0,,
2020-06-02,IC,,12,中金期货,,,3244.0,3.0
2020-06-02,IC,IC,12,申银万国,4117.0,-92.0,,
2020-06-02,IC,IC,13,国富期货,4008.0,-230.0,,
